Tienda,Dirección,Ciudad,Estado,latitude,longitude
Arriaga Morelia,"Av. San Sebastián De Aparicio N° 668, Unión Ejidal Issac A",Morelia,Michoacán,,
Plan De La Garita,"Primo Tapia Nº 401, Obrera",Morelia,Michoacán,,
Villas Del Pedregal,"Av. De Las Aves N° 978-1, Villas Del Pedregal Iii",Morelia,Michoacán,,
Villa Magna,"Av. Villa Magna S/N, Villa Magna",Morelia,Michoacán,19.683229,-101.327139
,Calzada Ventura Puente No. 1843,Morelia,Michoacán,19.6843969,-101.180832
Villas Del Sol Mateos,"Circuito Adolfo Lopez Mateos N° 285, Villas Del Sol",Morelia,Michoacán,,
Arcos De Morelia,"El Constitucionalista N° 115, Marin Castrejon",Morelia,Michoacán,,
Camelinas,"Av. Camelinas 3551, Colonia Chapultepec Oriente",Morelia,Michoacán,,
Prados Verdes,"Guadalupe Victoria N° 1068, 1076, 1084 Y 1092 Priv. Estroncio 45, 53 Y 61, Industrial",Morelia,Michoacán,,
Lomas De Guayangareo,"Av. Periban N° 19 Y 20, Lomas De Guayangareo",Morelia,Michoacán,,
Calzada Juarez,"Calzada Juarez N° 598, Felicitas Del Rio",Morelia,Michoacán,,
Tenencia De Morelos,"Vista De Charo N° 525, Tenencia Morelos",Morelia,Michoacán,,
,Periferico Paseo De La República No. 495,Morelia Este,Michoacán,,
,Av. Torreón Nuevo No. 1400,Morelia Norte,Michoacán,,
,Av. Madero Poniente No. 1550,Morelia Tres Puentes,Michoacán,,
Nueva Italia,Av. Lázaro Cárdenas Sur No. 195,Mugica,Michoacán,18.9984836,-102.1031281
,Lázaro Cárdenas No. 401 Colonia Centro,Patzcuaro,Michoacán,,
Peribán De Ramos,Primero De Mayo No. 13,Peribán,Michoacán,19.5229866,-102.4130072
Purepero De Echaiz,Av. Lázaro Cárdenas No. 231,Purepero,Michoacán,19.9124232,-102.000816
Puruándiro,Emiliano Carranza No. 466,Puruandiro,Michoacán,,
Quiroga,Av. Lázaro Cárdenas Sur No. 617,Quiroga,Michoacán,,
,Blvd. Lazaro Cárdenas Sur No. 1200,Sahuayo,Michoacán,20.0615309,-102.7162249
Citadel,"Av Romulo Garcza 410, Colonia La Fe",San Nicolas De Los Garza,Michoacán,,
Tacámbaro,Libramiento Suroeste No. 431,Tacambaro,Michoacán,,
Tangancícuaro,Av. General Carlos Salazar Oriente No. 892,Tangancicuaro,Michoacán,19.8858139,-102.202879
Metrópolis Morelia,"Av. America Lote 1 Manzana 28., Metropolis Ii",Tarímbaro,Michoacán,,
Hacienda Del Sol,"Boulevard Hacienda Del Sol N° 120 Manzana 10, Hacienda Del Sol",Tarímbaro,Michoacán,,
Tepalcatepec,Santos Degollado No. 107,Tepalcatepec,Michoacán,19.1867216,-102.8432708
Rosa De Castilla,"Camino Viejo A Tejerías Y/O Rosa De Castilla N° 2995, Hacienda Rosa De Castilla",Uruapan,Michoacán,,
Plan De San Luis,"Manzana 6 Lote 1, Emiliano Zapata",Uruapan,Michoacán,,
Independencia Uruapan,"Camino Viejo A Tejerías N° 2615, La Estrella",Uruapan,Michoacán,,
Uruapan,"Boulevard Industrial 1241, Colonia Villa Uruapan",Uruapan,Michoacán,,
El Vergel,"5 De Febrero N° 102, Cuartel Primero",Uruapan,Michoacán,,
Palito Verde,"Tinto Fino Lote 1 Manzana 21, Los Viñedos",Uruapan,Michoacán,,
,Calzada La Fuente No. 2350,Uruapan,Michoacán,19.4171602,-102.0440774
Yurecuaro,Prolongación Constitución 29,Yurecuaro,Michoacán,,
,Carretera Mexico - Guadalajara No. 877 Colonia Centro,Zacapu,Michoacán,,
San Rafael Zamora,"Av. Juárez Poniente Nº 795, Popular Juárez",Zamora,Michoacán,,
Av. Lázaro Cárdenas,"Av. Lázaro Cárdenas N° 132, Lázaro Cárdenas",Zamora,Michoacán,20.014011,-102.3176626
Alicante,"Alicante Nº 200, Santa Fe",Zamora,Michoacán,,
Av. Del Árbol,"Avenida Del Árbol Nº 905, Arboledas",Zamora,Michoacán,,
Central Lindavista,"Camino Central Lote 1 Y 2 Manzana 3, Lindavista",Zamora,Michoacán,,
,Francisco I. Madero No. 364 Fracc. Madero Zamora Michoacan,Zamora,Michoacán,,
Zinapécuaro,Libramiento Leopoldo Izincunegui No. 339,Zinapecuaro,Michoacán,,
,Calle General Pueblita Norte N° 26 Colonia Héroes Ferrocarrileros,Zitácuaro,Michoacán,,
Axochiapan,Calle Zaragoza #68,Axochiapan,Morelos,18.5437465,-98.736305
2023-04-10 00:00:00,"General Magdaleno Cedillo, N° 1, 10 De Abril Conjunto Urbano Paseos De Ayala Ii",Ayala,Morelos,,
Hermenegildo Galeada,"Insurgentes N° 1047, Cuautlixco",Cuautla,Morelos,,
,Calle José Perdiz No.26,Cuautla,Morelos,18.8121427,-98.9510748
Los Atrios,Camino Real Tetelcingo Calderón No. 23,Cuautla,Morelos,,
Cuautla,Camino Real Tetelcingo Calderón No. 23,Cuautla,Morelos,,
Carretera Cuernavaca,"Carretera A Cuernavaca N° 775, Revolución",Cuautla,Morelos,,
Domingo Diez,Av. Domingo Diez No. 727,Cuernavaca,Morelos,18.9569703,-99.2371045
Zapata,"Av. Emiliano Zapata 807, Tlaltenango",Cuernavaca,Morelos,18.950789,-99.2448549
La Barona,"Emiliano Zapata N° 8, Antonio Barona 1A Ampliacion",Cuernavaca,Morelos,,
Sumiya,"Avenida 10 De Abril N° 57, Vicente Estrada Cajigal",Cuernavaca,Morelos,18.9145491,-99.2006634
Ahuatlan,"Av. Al Bosque De Tetela N° 104, Ahuatlan Tzompantle",Cuernavaca,Morelos,18.9542344,-99.2536661
Cuernavaca Universidad,"Av. Universidad N° 803, Santa Maria Ahuacatitlan",Cuernavaca,Morelos,,
,Av. Cuahutemoc # 186 Colonia Chapultepec,Cuernavaca,Morelos,,
Gobernadores,"Av. Vicente Guerrero 706, Lomas De La Selva",Cuernavaca,Morelos,18.9345877,-99.2300409
Avila Camacho,"Av. Manuel Avila Camacho 606, Tlaltenango",Cuernavaca,Morelos,18.9348525,-99.2484659
Río Mayo,"Av. Río Mayo 1209, Vista Hermosa",Cuernavaca,Morelos,,
Cuernavaca,Av. Vicente Guerrero 760,Cuernavaca,Morelos,18.9346928,-99.2301273
Jiutepec,"Carr. Fed. Cuernavaca - Cuautla Km 4.8, Colonia Civac",Jiutepec,Morelos,,
Plaza Cuahunahuac,"Boulevard Cuahnahuac Km 3.5 Manzana 18 Lote 1 Zona, Ampliacion Bugambilias",Jiutepec,Morelos,,
Morelos Jiutepec,"Av. Vicente Guerrero N° 8, Morelos",Jiutepec,Morelos,,
Civac,"Av. Lazaro Cardenas N° 38, Otilio Montaño",Jiutepec,Morelos,18.9265096,-99.1811822
Insurgentes Jiutepec,"Av. Privada Insurgentes N° 5, Centro",Jiutepec,Morelos,,
Plaza Civac,"Av. Centenario Lote 8 N° 13, Civac",Jiutepec,Morelos,,
Civac,Blvd. Cuauhnahuac K.M. 4,Jiutepec,Morelos,,
Jiutepec,Carretera Federal Cuernavaca-Cuautla Km 4.8,Jiutepec,Morelos,18.8698446,-99.1194195
,Av. Morelos S/N,Jojutla,Morelos,,
,Av. Morelos No. 323 Colonia Centro Cuernavaca Morelos,Morelos,Morelos,,
,Carretera Mexico / Oaxaca N 134 Colonia Plan De Ayala Cuautla Morelos,Plan De Ayala,Morelos,,
Puente De Ixtla,Reforma 422,Puente De Ixtla,Morelos,18.6181296,-99.3222276
,Carr. Fed. Méx-Acap. 695,Temixco,Morelos,,
Lomas Del Carril,"Calzada Guadalupe N° 18, Lomas Del Carril",Temixco,Morelos,18.8603072,-99.2316177
Paraiso Cuernavaca,Libramiento El Diez # 114,Temixco,Morelos,18.8361934,-99.2240645
Azteca Temixco,"Av. General Marcelino Garcia Barragan S/N, Azteca",Temixco,Morelos,,
Xochitepec,Escarmiento No. 2,Xochitepec,Morelos,,
Libramiento Xoxocotla,Carretera Alpuyeca Jojutla Xoxocotla Morelos Km 4 Pasando El Balneario De Apotla,Xoxocotla,Morelos,,
Oaxtepec,Estación Vieja S/N,Yautepec,Morelos,,
,Paseo Tlahuica No 6 Unidad Habitacional La Ceiba Colonia Emiliano Zapata Fraccionamiento La Ceiba.,Yautepec,Morelos,,
Tecamachalco,"Avenida De Las Fuentes 174, Lomas De Tecamachalco",Mexico Df,Naucalpan De Juarez,,
Acaponeta,Prisciliano Sánchez N° 30,Acaponeta,Nayarit,22.4909045,-105.3717514
,Calle Carretera Tepic-Aguamilpa N° 1088,Aguamilpa,Nayarit,,
,Av. México N° 959,Av. México Ii,Nayarit,,
Bahia De Banderas,Av. Tepic No. 430,Bahia De Banderas,Nayarit,,
San Vicente Las Palmas,Carretera Mezcales-San Vicente N° 340 Poniente,Bahia De Banderas,Nayarit,,
San José Del Valle,Calle De La Verbena Lote 44,Bahia De Banderas,Nayarit,,
Las Varas - Compostela,Carretera Compostela-Las Varas Av. Adolfo López Mateos No. 106,Compostela,Nayarit,,
Compostela,Hidalgo N° 199 Sut,Compostela,Nayarit,,
Ixtlán Del Río,Emilio M Gonzalez N°19,Ixtlan Del Rio,Nayarit,,
,Insurgentes No 1055,Las Brisas,Nayarit,,
Nuevo Vallarta,Carretera Federal 200 Tepic Puerto Vallarta #1400,Mezcalitos,Nayarit,,
Ruiz,Av. México No. 49 Sur,Ruiz,Nayarit,,
Villa Nayarit,Av. Ejido No. 236,Santiago Ixcuintla,Nayarit,21.7353409,-105.2364295
Santiago Ixcuintla,Luis Figueroa N° 65,Santiago Ixcuintla,Nayarit,21.8103032,-105.2077739
Tecuala,Querétaro N° 176 Sur,Tecuala,Nayarit,,
Tepic,"Blvd. Luis Donaldo Colosio 680, Colonia Benito Juárez",Tepic,Nayarit,,
Plaz Matatipac,"Av. Tecnológico N° 2596, Valle De Matatipac",Tepic,Nayarit,,
El Naranjal,"Av. Guadalupe Victoria N° 426, El Naranjal",Tepic,Nayarit,,
Brasil,"Brasil S/N, Moctezuma",Tepic,Nayarit,,
Los Sauces,"Av. Los Sauces N°202, Los Sauces",Tepic,Nayarit,21.4685791,-104.8763855
Los Robles,"Paseo De Geranio N° 132, Villas Del Roble",Tepic,Nayarit,,
Tepic,Av. Insurgentes No. 1254,Tepic,Nayarit,21.5017907,-104.8894716
Tepic,Blvd. Luis Donaldo Colosio # 680 Fracc. Benito Juárez Oriente,Tepic,Nayarit,,
Tuxpan Nayarit,Independencia N° 6,Tuxpan,Nayarit,21.9455743,-105.3062841
Xalisco,Boulevard Tepic-Xalisco N° 59 Sur,Xalisco,Nayarit,,
Allende,Carretera Nacional No. 208 Sur,Allende,Nuevo León,,
Anáhuac,Carr. Mty-Laredo Manzana 82 Lotes 5 Y 6,Anahuac,Nuevo León,,
,Silicio No. 300,Anillo Periferico,Nuevo León,,
Nuevo Amanecer,"Av. Honduras N° 259, Jamaica Y Paseo El Encino, Cerrada Providencia",Apodaca,Nuevo León,,
Tulipan Apodaca,"Av. America, Lote 38 Manzana 179, Santa Rosa Sector Norte",Apodaca,Nuevo León,,
Huinala,"Encarnacion N° 2, Hacienda Huinala",Apodaca,Nuevo León,,
San Miguel Huinala,"Avenida Gaspar Castaño Manzana 307 Lote 32, Valle De San Miguel Segundo Sector",Apodaca,Nuevo León,,
Estelaris,"Esteleris N° 180, Primavera Y Metroplex, Metroplex Tercer Séctor",Apodaca,Nuevo León,,
Centro De Huinala,"Profirio Diaz Manzana 39 Lote 2, Huinala",Apodaca,Nuevo León,,
Av. Girasol,"Violeta N° 605, Hacienda Las Margaritas",Apodaca,Nuevo León,25.708239,-100.1565653
Antares Apodaca,"Av. Andromeda N° 201, Cosmopolis",Apodaca,Nuevo León,25.8170421,-100.2453835
Constitución La Hacienda,"Av. Constitucion N° 900, Manzana 374 Lote 16, Fraccionamiento La Hacienda 1 Sector",Apodaca,Nuevo León,,
Rodesia,"Camino Del Telefono S/N, Alberta Escamilla",Apodaca,Nuevo León,,
Ébanos,"Avenida Alamo N° 401, Residencial Ebanos Norte 3Er Sector",Apodaca,Nuevo León,,
Valle De Las Palmas,"Valle De Las Palmas Manzana 394 Lotes 13 Al 20, Valle De Las Palmas",Apodaca,Nuevo León,,
Andrómeda Tercer Sector,"Av. Andromeda Manzana 633 Lotes 19 Al 23, Nuevo Las Puentes",Apodaca,Nuevo León,,
Alcanfor,"Yuca N° 601, Residencial Los Ebanos Segundo Sector",Apodaca,Nuevo León,,
Misión San Pablo,"Camino A Rancho San Arturo Lote 01 Manzana 001, Mision San Pablo",Apodaca,Nuevo León,,
Concepción Barragan,"Av. Concepcion Barragan Manzana 00 Lote 986 Al 932, Enramada V Sector",Apodaca,Nuevo León,,
Metroplex,"Av. Metroplez Manzana 220 Lote 01, Urbi Desarrollo Metroplez",Apodaca,Nuevo León,,
Misión De Huinala,"Mision Orinoco Manzana 379 Lote 01 Al 03, 177 Al 180 Y 058, Mision De Huinala",Apodaca,Nuevo León,,
Av. Del Colector,"Av. Paseo Del Colector N° 2973, Paseo De Las Flores",Apodaca,Nuevo León,,
Tréboles,"Av. Treboles N° 120, Treboles",Apodaca,Nuevo León,,
Zaragoza Apodaca,"Carretera Apodaca - Santa Rosa Lotes 9 Y 11, Manzana 8., Centro",Apodaca,Nuevo León,,
Ventura De Santa Rosa,"Avenida Real De Santa Rosa Lote 1 A 10 Manzana 184, Ventura De Rosa",Apodaca,Nuevo León,,
Rio Orinoco,"Av. Rio Orinoco Lotes 1,2,3, 59 Y 60 Manzana 481, Lomas De San Isidro",Apodaca,Nuevo León,,
,Carretera Apodaca-Juárez Manzana 000 Lote 103 Y 351,Apodaca Sur,Nuevo León,,
,Blvd. Independencia No. 807,Cadereyta,Nuevo León,25.6031776,-99.9777434
Casa Blanca Cadereyta,"Prolongación Benito Juárez S/N, Casi, Fracc Casa Azul",Cadereyta Jiménez,Nuevo León,,
Jardines De Cadereyta,"Belladona N° 520, Fraccionamiento Jardines De Cadereyta 3Er Sector",Cadereyta Jiménez,Nuevo León,,
Avenida Del Olmo,"Av. Del Olmo S/N°, Valle Del Roble",Cadereyta Jiménez,Nuevo León,,
Valle Del Roble,"Av. Del Alamo S/N°, Valle Del Roble",Cadereyta Jiménez,Nuevo León,,
Hacienda De La Magdalena,"Av. Hacienda De La Magdalena Con Mezquital N° 201, Fraccionamiento El Jaral",Carmen,Nuevo León,,
El Carmen,"Av. Paraíso Con Vista Regia N° 501, Fraccionamiento Buenavista",Carmen,Nuevo León,,
,Carretera A Reynosa Lote 72 Manzana 000,Carretera Reynosa,Nuevo León,,
Cienega De Flores,Av. Independencia No. 600,Cienega De Flores,Nuevo León,25.9530007,-100.1677166
Av. Los Ruiseñores,"Av. Ruiseñores N° 1261, Fracc Villas De Carrizalejo 2A Etapa",Ciénega De Flores,Nuevo León,,
Villas De Alcalá,"Boulevard Alcala Manzana 22 Lt 110, Villas De Alcala",Ciénega De Flores,Nuevo León,,
Real Del Sol,"Mision Manzana 196 Lotes 1,2, Y 3, Fraccionamiento Real Del Sol Primer Sector",Ciénega De Flores,Nuevo León,,
,Av. Manuel J. Clouthier No 950,Clouthier,Nuevo León,,
,Av. Diego Díaz De Berlanga No. 198,Diaz Berlanga,Nuevo León,,
,Av. Maestro Israel Cavazos Garza S/N,Dos Rios,Nuevo León,25.6799384,-100.1686746
Dr. Arroyo,Calle Juárez,Dr. Arroyo,Nuevo León,23.9468192,-100.4390049
Fraccionamiento Buena Vista,"Av. Buena Vista N° 300, Fraccionamiento Buenavista",El Carmen,Nuevo León,,
,Boulevard Benito Juárez S/N,Escobedo,Nuevo León,25.7793092,-100.2807472
,Av. Romulo Garza S/N,Félix Galvan,Nuevo León,,
Paseo De Minas,"Titanio Lotes 8 Y 9 Manzana 11, Paseo De Las Minas",García,Nuevo León,,
Capellanía,"Ficus N° 600, Las Arboledas",García,Nuevo León,,
Valle De San Blas,"Av. Del Hospital N° 101, Valle De San Blas",García,Nuevo León,25.7996265,-100.5688936
Hacienda De San Juan,"Misión Agua Azul N° 218, Misión San Juan",García,Nuevo León,25.7832674,-100.4651977
Los Parques,"Av. Los Parques N° 700, Los Parques",García,Nuevo León,,
Fraile Lincoln,"Av. Real De Minas N° 600, Valle De Lincoln",García,Nuevo León,,
Sor Juana,"Sor Juana Ines De La Cruz N° 237, Locales 15 A 21, Villa De Los Nogales",García,Nuevo León,,
Hacienda Los Leones,"Av. Paseo De Los Leones N° 102, Valle Del Fraile, Hacienda Del Sol Séctor 3B",García,Nuevo León,,
Valle De Lincoln,"Av. Real De Palmas Manzana 26 Lote 8, Fraccionamiento Valle De Lincoln 4A Etapa",García,Nuevo León,,
Arroyo Maravillas,"Av. Maravillas Manzana 55 Lote 1, Fraccionamiento Bugambilias Primera Etapa",García,Nuevo León,,
Alcali,"Av. Hacienda Del Sol Manzana 0 Lote 653, Villa De Alcali",García,Nuevo León,,
Urbi Villa Del Prado,"Av. Paseo Del Prado Manzana 141 Lote 78, Urbi Billa Del Prado",García,Nuevo León,,
Hacienda San Angel,"Hacienda San Angel N° 205, Haciendo Del Sol",García,Nuevo León,,
San Martín Escobedo,"Av. San Martín Lote 1 Manzana 12, Villas De San Martín",García,Nuevo León,,
San José Lincoln,"Camino A San José N° 1501, Valle De Lincoln",García,Nuevo León,25.7915976,-100.4835686
Sendero,Av. Raul Salinas Lozano # 1001 Sur,General Escobedo,Nuevo León,,
Villas De San Francisco,"Av. Tordo Manzana 01 Lote 12, Villas De San Francisco",General Escobedo,Nuevo León,,
Jardines Del Canada,"Río De La Planta Lote 01 Manzana 60, Río Nazas Y Río Pantepec, Jardines Del Canadá",General Escobedo,Nuevo León,,
Villareal Escobedo,"Serafín Peña N° 207, Guadalupe Victoria",General Escobedo,Nuevo León,,
La Unión Escobedo,"Av. Unión Lote 19 Manzana 244, Villas Mirasur",General Escobedo,Nuevo León,,
Ex Hacienda El Canadá,"Calle Boulevard Benito Juárez, Manzana 018, Lote 003, Ex Hacienda El Canadá",General Escobedo,Nuevo León,,
Colonia Fomerrey,"Independencia N° 204, Nuevo León Estado De Progreso",General Escobedo,Nuevo León,25.8447928,-100.3994695
Real Alianza,"Avenida República Mexicana Lote 1, Manzana 98, Fraccionamiento Real Alianza",General Escobedo,Nuevo León,,
Praderas De San Francisco,"Juan Pablo Ii Lote 7 Manzana 97, Praderas De San Francisco",General Escobedo,Nuevo León,,
Escobedo Norte,Av. Raul Salinas No. 533,General Escobedo,Nuevo León,,
Paseo De La Amistad,"Av. Paseo De La Amistad N° 322, Infonavit Monte Real,1Er Sector",General Escobedo,Nuevo León,,
Titanio,"Av. Titanio Lote 3 Manzana 340, Jardines De San Martin",General Escobedo,Nuevo León,,
Balcones Del Norte,"Av. Adolfo Lopez Mateos Manzana 29 Lote 3, Balcones Del Norte",General Escobedo,Nuevo León,,
San Genaro,"Av. Acueducto Manzana 216 Lote 1, Hacienda Del Topo Segundo Sector",General Escobedo,Nuevo León,,
Villas De Escobedo,"Av. De Las Torres N° 207, Roble Nuevo",General Escobedo,Nuevo León,,
Plinio Ordoñez,"Av. Plinio Ordoñez N° 1201, Genaro",General Escobedo,Nuevo León,,
Valle De San Francisco,"Monterrey Manzana 224 Lote 74, Valle De San Francisco",General Escobedo,Nuevo León,,
18 De Octubre,"13 De Septiembre Manzana 156 Lote 29, 18 De Octubre",General Escobedo,Nuevo León,,
Fraccionamiento San Miguel,"Av. Carpinteros N° 301, San Miguel",General Escobedo,Nuevo León,,
Ciudad San Marcos,"Antiguo Camino A San Agustin Manzana 79 Lote 48, Fraccionamiento San Marcos",General Escobedo,Nuevo León,,
Montes Pirineos,"Av. Lic Raul Caballero Escamilla Lote 1 Manzana 101, Monte Real",General Escobedo,Nuevo León,,
Hacienda Los Ayala,"Av. Las Tres Torres N° 503, Hacienda Los Ayala",General Escobedo,Nuevo León,,
Av. San Remo,"Av. San Pedro Lote 41 Manzana 79, Real De San Pedro",General Zuazua,Nuevo León,,
La Conquista,"Av. De La Conquista Mza 170, Real De Palmas",General Zuazua,Nuevo León,,
Real De Palmas,"Av. Real De Palmas Manzana 378 Lote 43, Real De Palmas",General Zuazua,Nuevo León,,
Boulevard Acapulco,"Av. Acapulco Manzana 263 Lotes 7,8 Y 9, Balcones De San Miguel",Guadalupe,Nuevo León,,
La Pastora,Av. Eloy Cavazos No. 2051,Guadalupe,Nuevo León,25.6519007,-100.1995216
Barrio San Rafael,"Anenecuilco N° 4720, Hacienda San Rafael",Guadalupe,Nuevo León,,
Miguel Aleman,Av. Bonifacio Salinas No. 5000,Guadalupe,Nuevo León,,
Santa Rosa De Lima,"Av. Eloy Cavazo Lotes 26, 27 Y 28 Manzana 243, Santa Maria Sector B",Guadalupe,Nuevo León,,
Paseo De Guadalupe,"Av. Coahuila, N° 109, Paseo De Guadalupe",Guadalupe,Nuevo León,,
Av. Santa Cruz,"Av. Santa Cruz Lote 1 Manzana 70, Fracc. Santa Cruz",Guadalupe,Nuevo León,,
Centro América,"Av. México Manzana 256 Lote 1, Centroamerica",Guadalupe,Nuevo León,,
Rodrigo De Llano,"Av. Adolfo Ruiz Cortines N° 435-A, Adolfo Prieto",Guadalupe,Nuevo León,25.7031108,-100.2558349
Fuerte Loreto,"Av. Lazaro Cardenas N° 101, Ignacio Zaragoza",Guadalupe,Nuevo León,,
La Playa,"Pablo Livas N° 1201, Fomerrey",Guadalupe,Nuevo León,,
Arteaga,"Artega N° 803, Centro",Guadalupe,Nuevo León,,
Hacienda Los Lermas,"Av. Plutarco Elias Calles N° 2086, Portal De La Hacienda",Guadalupe,Nuevo León,,
Camino A San Pedro,"San Pedro Antes Camino A San Rafael Lote 063 Manzana 039, La Anacua",Guadalupe,Nuevo León,,
Dulces Nombres,"Camino A San Miguel N° 4, Fuentes De San Miguel",Guadalupe,Nuevo León,,
Riveras De Río,"Av. Plutarco Elias Calles N° 3025 Y 3027, Riberas Del Rio",Guadalupe,Nuevo León,,
Villa Alegre,"Av. Xochimilco Manzana 2 Lote 11, Villa Alegre",Guadalupe,Nuevo León,,
Plaza Avante,"Avenida México N° 800 Int. 10, Parque Industrial Avante",Guadalupe,Nuevo León,,
31 De Diciembre,"Proferora Marina Garza Manzana 28 Lote 36 Al 39, 31 De Diciembre",Guadalupe,Nuevo León,,
Julio Cesar,"Av. Camino Real N° 1612, Camino Real",Guadalupe,Nuevo León,25.6596089,-100.2293645
San Miguelito,"Av. Principal Manzana 20 Lotes 13 Al 17, Nuevo San Miguel",Guadalupe,Nuevo León,,
Rio De La Silla,"Av. Camino Real Manzana 2 Lotes 44 Al 47, Camino Real",Guadalupe,Nuevo León,,
Polanco Oriente,"Zaragoza N° 500, Enttre Las Calles Insurgentes E Ignacio Allende, Centro",Guadalupe,Nuevo León,,
Privada De San Carlos,"Av. Dia Del Empresario Lote 1B Manzana 139., Privada San Carlos",Guadalupe,Nuevo León,,
Jardines De La Silla,"Av. Jardines De La Silla Manzana 31 Lote 30 Al 31, Tierra Propia",Guadalupe,Nuevo León,,
Misión La Silla,"Av. De Los Claveles Manzana 327 Lote 1 Al 4 Y 7 Al 10, Mision De La Silla 2",Guadalupe,Nuevo León,,
Infonavit La Joya,"Plutarco Elias Calles Lote 16 Manzana 75, Rio",Guadalupe,Nuevo León,,
Barrio La Scop,"Av. Sierra Madre Oriental Lotes 1 A 5 Manzana 21, Cerro De La Silla",Guadalupe,Nuevo León,,
Pájaros Azules,"Av. Pajaros Azules N° 5012, Nuevo Almaguer",Guadalupe,Nuevo León,,
Guadalupe,Carretera Monterrey-Reynosa Km 7.6,Guadalupe,Nuevo León,,
Guadalupe,"Carr. Monterrey-Reynosa Km 7.6 416, Colonia San Sebastián",Guadalupe,Nuevo León,,
Eloy Cavazos,Av. Eloy Cavazos No. 5200,Guadalupe,Nuevo León,25.6519007,-100.1995216
La Pastora,Ave. Pablo Livas # 2050,Guadalupe,Nuevo León,,
Miguel Aleman,Av Miguel Aleman No 7000,Guadalupe,Nuevo León,25.6941295,-100.2393532
,Av. Torres Norte No. 900,Hacienda La Huasteca,Nuevo León,,
Hidalgo,Carretera Monterrey-Monclova Manzana 83 Lote 15 (Km 26),Hidalgo,Nuevo León,,
,Carretera Antiguo Camino A Huinalá No. 100,Huinala,Nuevo León,,
,Av. Jardines De La Primavera No.1005,Jardines De La Primavera,Nuevo León,,
Sc Villa Juarez,Carretera A Reynosa No. 1800,Juarez,Nuevo León,25.6602394,-100.1484194
Los Puertos De Juárez,"Av Del Río, Manzana 176, Lote 009, Fracc. Los Puertos 1Er Séctor",Juárez,Nuevo León,,
Colinas Del Sol,"Av. Colina Del Sol Manzana 000 Lote 211, Colinas Del Sol",Juárez,Nuevo León,,
Acueducto De Juárez,"Acueducto N° 121 Y 122, Valle Real",Juárez,Nuevo León,,
Fatima,"Av. San Isigro Manzana 194 Lote 001, Lomas De Santa Monica",Juárez,Nuevo León,,
Av. Monte Kristal,"Monte Kristal Lote 1 Manzana 134, Monte Kristal Segundo Sector",Juárez,Nuevo León,,
Reyes San Roque,"Carretera A San Roque N° 98, Portal De San Roque",Juárez,Nuevo León,,
Residencial Santa Monica,"Av. San Marcos Manzana 149 Lote 01, Residencial Santa Monica",Juárez,Nuevo León,,
Ciudadela Ii,"Teofilo Sabinas Garza N° 633, Villas De San Juan",Juárez,Nuevo León,,
Vistas Del Rio,"Vista Del Cielo Manzana 364 Lote 01, Vistas Del Rio",Juárez,Nuevo León,,
Segunda Sección Los Puertos,"Av. San Remo N° 1025, Fracc. Los Puertos Ii Séctor",Juárez,Nuevo León,,
Los Cometas,"Av. Las Torres N° 405, Los Cometas",Juárez,Nuevo León,25.6135292,-100.1505961
Portal De Juarez,"Carretera San Mateo Manzana 40 Lote 1 Y 2, Portal De Juarez",Juárez,Nuevo León,,
Paseos De Santa Fe,"Avenida El Camino Al Curro Manzana 000 Lote 239, Fraccionamiento Paseos De Santa Fe Ii",Juárez,Nuevo León,,
Colinas De La Morena,"Colinas De La Morena N° 123, Colinas De San Juan",Juárez,Nuevo León,,
Praderas De San Juan,"Av. Madrid Manzana A Lote 2, Praderas De San Juan",Juárez,Nuevo León,,
Av. Sierra Negra,"Av. Sierra Negra Lotes 7 A 9 Manzana 479, Residencial Terranova",Juárez,Nuevo León,,
